Unnamed: 0,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,x,y
3673,12/11/2018,3780210,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3674,12/11/2018,3780590,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3675,12/11/2018,3780714,SKU_0022,5,REF_SKU_0022,LOC_SKU_0022,4,6,"[20.0, 16.2]",A2016,20.0,16.2
3676,12/11/2018,3780302,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3677,12/11/2018,3780909,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3678,12/11/2018,3780223,SKU_0007,5,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
3679,12/11/2018,3780734,SKU_0003,5,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3680,12/11/2018,3780003,SKU_0006,3,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3681,12/11/2018,3780990,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3682,12/11/2018,3780518,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3683,12/11/2018,3780093,SKU_0036,5,REF_SKU_0036,LOC_SKU_0036,8,9,"[40.0, 21.4]",A4021,40.0,21.4
3684,12/11/2018,3780520,SKU_0011,4,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
3685,12/11/2018,3780428,SKU_0002,4,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3686,12/11/2018,3780493,SKU_0003,1,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3687,12/11/2018,3780235,SKU_0018,3,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
3688,12/11/2018,3780620,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3689,12/11/2018,3780161,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3690,12/11/2018,3780721,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3691,12/11/2018,3780752,SKU_0094,4,REF_SKU_0094,LOC_SKU_0094,3,15,"[15.0, 31.8]",A1532,15.0,31.8
3692,12/11/2018,3780331,SKU_0058,1,REF_SKU_0058,LOC_SKU_0058,4,23,"[20.0, 45.9]",A2046,20.0,45.9
3693,12/11/2018,3780333,SKU_0058,5,REF_SKU_0058,LOC_SKU_0058,4,23,"[20.0, 45.9]",A2046,20.0,45.9
3694,12/11/2018,3780050,SKU_0044,5,REF_SKU_0044,LOC_SKU_0044,10,3,"[50.0, 10.7]",A5011,50.0,10.7
3695,12/11/2018,3780523,SKU_0031,2,REF_SKU_0031,LOC_SKU_0031,4,15,"[20.0, 32.1]",A2032,20.0,32.1
3696,12/11/2018,3780863,SKU_0008,4,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
3697,12/11/2018,3780668,SKU_0025,2,REF_SKU_0025,LOC_SKU_0025,1,6,"[5.0, 17.0]",A0517,5.0,17.0
3698,12/11/2018,3780492,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3699,12/11/2018,3780582,SKU_0022,5,REF_SKU_0022,LOC_SKU_0022,4,6,"[20.0, 16.2]",A2016,20.0,16.2
3700,12/11/2018,3780681,SKU_0071,1,REF_SKU_0071,LOC_SKU_0071,6,13,"[30.0, 28.2]",A3028,30.0,28.2
3701,12/11/2018,3780272,SKU_0010,1,REF_SKU_0010,LOC_SKU_0010,5,15,"[25.0, 33.0]",A2533,25.0,33.0
3702,12/11/2018,3780580,SKU_0004,1,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3703,12/11/2018,3780867,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3704,12/11/2018,3780252,SKU_0026,4,REF_SKU_0026,LOC_SKU_0026,8,19,"[40.0, 39.1]",A4039,40.0,39.1
3705,12/11/2018,3780560,SKU_0037,5,REF_SKU_0037,LOC_SKU_0037,9,7,"[45.0, 18.7]",A4519,45.0,18.7
3706,12/11/2018,3780696,SKU_0154,5,REF_SKU_0154,LOC_SKU_0154,4,20,"[20.0, 41.0]",A2041,20.0,41.0
3707,12/11/2018,3780832,SKU_0004,1,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3708,12/11/2018,3780699,SKU_0067,5,REF_SKU_0067,LOC_SKU_0067,9,8,"[45.0, 19.7]",A4520,45.0,19.7
3709,12/11/2018,3780090,SKU_0014,1,REF_SKU_0014,LOC_SKU_0014,3,10,"[15.0, 22.5]",A1522,15.0,22.5
3710,12/11/2018,3780446,SKU_0170,4,REF_SKU_0170,LOC_SKU_0170,4,3,"[20.0, 11.4]",A2011,20.0,11.4
3711,12/11/2018,3780332,SKU_0012,3,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
3712,12/11/2018,3780139,SKU_0011,1,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
3713,12/11/2018,3780357,SKU_0016,2,REF_SKU_0016,LOC_SKU_0016,3,22,"[15.0, 43.8]",A1544,15.0,43.8
3714,12/11/2018,3780601,SKU_0057,3,REF_SKU_0057,LOC_SKU_0057,7,12,"[35.0, 26.7]",A3527,35.0,26.7
3715,12/11/2018,3780274,SKU_0357,4,REF_SKU_0357,LOC_SKU_0357,2,11,"[10.0, 25.4]",A1025,10.0,25.4
3716,12/11/2018,3780019,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3717,12/11/2018,3780983,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3718,12/11/2018,3780311,SKU_0278,4,REF_SKU_0278,LOC_SKU_0278,8,4,"[40.0, 13.1]",A4013,40.0,13.1
3719,12/11/2018,3780870,SKU_0012,2,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
3720,12/11/2018,3780886,SKU_0021,1,REF_SKU_0021,LOC_SKU_0021,10,2,"[50.0, 9.8]",A5010,50.0,9.8
3721,12/11/2018,3780978,SKU_0009,1,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
3722,12/11/2018,3780154,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3723,12/11/2018,3780390,SKU_0066,4,REF_SKU_0066,LOC_SKU_0066,10,3,"[50.0, 10.9]",A5011,50.0,10.9
3724,12/11/2018,3780260,SKU_0056,3,REF_SKU_0056,LOC_SKU_0056,3,1,"[15.0, 6.9]",A1507,15.0,6.9
3725,12/11/2018,3780620,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3726,12/11/2018,3780883,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3727,12/11/2018,3780797,SKU_0116,3,REF_SKU_0116,LOC_SKU_0116,9,17,"[45.0, 35.0]",A4535,45.0,35.0
3728,12/11/2018,3780571,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3729,12/11/2018,3780125,SKU_0168,4,REF_SKU_0168,LOC_SKU_0168,4,10,"[20.0, 23.8]",A2024,20.0,23.8
3730,12/11/2018,3780354,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3731,12/11/2018,3780273,SKU_0018,2,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
3732,12/11/2018,3780619,SKU_0274,3,REF_SKU_0274,LOC_SKU_0274,7,1,"[35.0, 7.5]",A3508,35.0,7.5
3733,12/11/2018,3780811,SKU_0033,2,REF_SKU_0033,LOC_SKU_0033,9,24,"[45.0, 48.3]",A4548,45.0,48.3
3734,12/11/2018,3780245,SKU_0006,4,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3735,12/11/2018,3780848,SKU_0036,4,REF_SKU_0036,LOC_SKU_0036,8,9,"[40.0, 21.4]",A4021,40.0,21.4
3736,12/11/2018,3780450,SKU_0004,5,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3737,12/11/2018,3780930,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3738,12/11/2018,3780247,SKU_0485,1,REF_SKU_0485,LOC_SKU_0485,1,19,"[5.0, 40.0]",A0540,5.0,40.0
3739,12/11/2018,3780520,SKU_0057,2,REF_SKU_0057,LOC_SKU_0057,7,12,"[35.0, 26.7]",A3527,35.0,26.7
3740,12/11/2018,3780141,SKU_0026,3,REF_SKU_0026,LOC_SKU_0026,8,19,"[40.0, 39.1]",A4039,40.0,39.1
3741,12/11/2018,3780362,SKU_0004,4,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3742,12/11/2018,3780008,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3743,12/11/2018,3780478,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3744,12/11/2018,3780352,SKU_0014,2,REF_SKU_0014,LOC_SKU_0014,3,10,"[15.0, 22.5]",A1522,15.0,22.5
3745,12/11/2018,3780996,SKU_0063,2,REF_SKU_0063,LOC_SKU_0063,10,20,"[50.0, 41.5]",A5042,50.0,41.5
3746,12/11/2018,3780495,SKU_0012,3,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
3747,12/11/2018,3780606,SKU_0119,3,REF_SKU_0119,LOC_SKU_0119,3,16,"[15.0, 34.5]",A1534,15.0,34.5
3748,12/11/2018,3780833,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3749,12/11/2018,3780427,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3750,12/11/2018,3780039,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3751,12/11/2018,3780593,SKU_0007,5,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
3752,12/11/2018,3780187,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3753,12/11/2018,3780596,SKU_0324,4,REF_SKU_0324,LOC_SKU_0324,7,13,"[35.0, 28.8]",A3529,35.0,28.8
3754,12/11/2018,3780600,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3755,12/11/2018,3780754,SKU_0242,4,REF_SKU_0242,LOC_SKU_0242,1,3,"[5.0, 10.0]",A0510,5.0,10.0
3756,12/11/2018,3780854,SKU_0006,5,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3757,12/11/2018,3780093,SKU_0435,1,REF_SKU_0435,LOC_SKU_0435,4,11,"[20.0, 25.8]",A2026,20.0,25.8
3758,12/11/2018,3780086,SKU_0014,1,REF_SKU_0014,LOC_SKU_0014,3,10,"[15.0, 22.5]",A1522,15.0,22.5
3759,12/11/2018,3780044,SKU_0261,3,REF_SKU_0261,LOC_SKU_0261,3,15,"[15.0, 31.5]",A1532,15.0,31.5
3760,12/11/2018,3780137,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3761,12/11/2018,3780421,SKU_0056,5,REF_SKU_0056,LOC_SKU_0056,3,1,"[15.0, 6.9]",A1507,15.0,6.9
3762,12/11/2018,3780074,SKU_0204,2,REF_SKU_0204,LOC_SKU_0204,3,21,"[15.0, 42.0]",A1542,15.0,42.0
3763,12/11/2018,3780548,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3764,12/11/2018,3780613,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3765,12/11/2018,3780988,SKU_0006,4,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3766,12/11/2018,3780512,SKU_0268,2,REF_SKU_0268,LOC_SKU_0268,5,6,"[25.0, 16.8]",A2517,25.0,16.8
3767,12/11/2018,3780156,SKU_0013,3,REF_SKU_0013,LOC_SKU_0013,10,1,"[50.0, 7.6]",A5008,50.0,7.6
3768,12/11/2018,3780938,SKU_0011,3,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
3769,12/11/2018,3780255,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3770,12/11/2018,3780171,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3771,12/11/2018,3780981,SKU_0092,2,REF_SKU_0092,LOC_SKU_0092,1,4,"[5.0, 12.2]",A0512,5.0,12.2
3772,12/11/2018,3780728,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3773,12/11/2018,3780170,SKU_0024,1,REF_SKU_0024,LOC_SKU_0024,8,1,"[40.0, 7.0]",A4007,40.0,7.0
3774,12/11/2018,3780764,SKU_0226,2,REF_SKU_0226,LOC_SKU_0226,4,21,"[20.0, 42.3]",A2042,20.0,42.3
3775,12/11/2018,3780872,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3776,12/11/2018,3780322,SKU_0030,1,REF_SKU_0030,LOC_SKU_0030,2,10,"[10.0, 23.1]",A1023,10.0,23.1
3777,12/11/2018,3780567,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3778,12/11/2018,3780456,SKU_0019,1,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
3779,12/11/2018,3780944,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3780,12/11/2018,3780603,SKU_0051,3,REF_SKU_0051,LOC_SKU_0051,5,24,"[25.0, 48.7]",A2549,25.0,48.7
3781,12/11/2018,3780790,SKU_0003,5,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3782,12/11/2018,3780613,SKU_0008,4,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
3783,12/11/2018,3780155,SKU_0019,2,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
3784,12/11/2018,3780889,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3785,12/11/2018,3780349,SKU_0053,4,REF_SKU_0053,LOC_SKU_0053,10,6,"[50.0, 16.0]",A5016,50.0,16.0
3786,12/11/2018,3780451,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3787,12/11/2018,3780876,SKU_0029,4,REF_SKU_0029,LOC_SKU_0029,2,19,"[10.0, 40.0]",A1040,10.0,40.0
3788,12/11/2018,3780653,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3789,12/11/2018,3780173,SKU_0036,5,REF_SKU_0036,LOC_SKU_0036,8,9,"[40.0, 21.4]",A4021,40.0,21.4
3790,12/11/2018,3780010,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3791,12/11/2018,3780740,SKU_0006,1,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3792,12/11/2018,3780265,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3793,12/11/2018,3780438,SKU_0056,2,REF_SKU_0056,LOC_SKU_0056,3,1,"[15.0, 6.9]",A1507,15.0,6.9
3794,12/11/2018,3780760,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3795,12/11/2018,3780247,SKU_0169,5,REF_SKU_0169,LOC_SKU_0169,3,16,"[15.0, 33.9]",A1534,15.0,33.9
3796,12/11/2018,3780667,SKU_0184,2,REF_SKU_0184,LOC_SKU_0184,5,15,"[25.0, 32.7]",A2533,25.0,32.7
3797,12/11/2018,3780546,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3798,12/11/2018,3780499,SKU_0021,3,REF_SKU_0021,LOC_SKU_0021,10,2,"[50.0, 9.8]",A5010,50.0,9.8
3799,12/11/2018,3780129,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3800,12/11/2018,3780672,SKU_0005,2,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
3801,12/11/2018,3780601,SKU_0043,3,REF_SKU_0043,LOC_SKU_0043,5,23,"[25.0, 46.7]",A2547,25.0,46.7
3802,12/11/2018,3780605,SKU_0029,4,REF_SKU_0029,LOC_SKU_0029,2,19,"[10.0, 40.0]",A1040,10.0,40.0
3803,12/11/2018,3780327,SKU_0022,4,REF_SKU_0022,LOC_SKU_0022,4,6,"[20.0, 16.2]",A2016,20.0,16.2
3804,12/11/2018,3780753,SKU_0003,4,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3805,12/11/2018,3780835,SKU_0004,3,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3806,12/11/2018,3780980,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3807,12/11/2018,3780404,SKU_0045,5,REF_SKU_0045,LOC_SKU_0045,7,21,"[35.0, 43.3]",A3543,35.0,43.3
3808,12/11/2018,3780629,SKU_0010,1,REF_SKU_0010,LOC_SKU_0010,5,15,"[25.0, 33.0]",A2533,25.0,33.0
3809,12/11/2018,3780606,SKU_0042,2,REF_SKU_0042,LOC_SKU_0042,3,20,"[15.0, 40.7]",A1541,15.0,40.7
3810,12/11/2018,3780675,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3811,12/11/2018,3780611,SKU_0003,4,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3812,12/11/2018,3780625,SKU_0003,1,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3813,12/11/2018,3780359,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3814,12/11/2018,3780603,SKU_0004,5,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3815,12/11/2018,3780858,SKU_0087,2,REF_SKU_0087,LOC_SKU_0087,7,17,"[35.0, 35.4]",A3535,35.0,35.4
3816,12/11/2018,3780718,SKU_0194,3,REF_SKU_0194,LOC_SKU_0194,10,24,"[50.0, 47.7]",A5048,50.0,47.7
3817,12/11/2018,3780017,SKU_0011,4,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
3818,12/11/2018,3780274,SKU_0007,5,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
3819,12/11/2018,3780685,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3820,12/11/2018,3780116,SKU_0165,1,REF_SKU_0165,LOC_SKU_0165,5,7,"[25.0, 17.6]",A2518,25.0,17.6
3821,12/11/2018,3780861,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3822,12/11/2018,3780980,SKU_0297,1,REF_SKU_0297,LOC_SKU_0297,2,1,"[10.0, 7.1]",A1007,10.0,7.1
3823,12/11/2018,3780693,SKU_0009,2,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
3824,12/11/2018,3780091,SKU_0004,4,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3825,12/11/2018,3780082,SKU_0246,2,REF_SKU_0246,LOC_SKU_0246,2,2,"[10.0, 9.1]",A1009,10.0,9.1
3826,12/11/2018,3780324,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3827,12/11/2018,3780961,SKU_0017,5,REF_SKU_0017,LOC_SKU_0017,7,4,"[35.0, 13.1]",A3513,35.0,13.1
3828,12/11/2018,3780114,SKU_0013,2,REF_SKU_0013,LOC_SKU_0013,10,1,"[50.0, 7.6]",A5008,50.0,7.6
3829,12/11/2018,3780769,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3830,12/11/2018,3780058,SKU_0006,2,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3831,12/11/2018,3780154,SKU_0027,3,REF_SKU_0027,LOC_SKU_0027,6,5,"[30.0, 14.8]",A3015,30.0,14.8
3832,12/11/2018,3780877,SKU_0048,4,REF_SKU_0048,LOC_SKU_0048,8,17,"[40.0, 35.1]",A4035,40.0,35.1
3833,12/11/2018,3780404,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3834,12/11/2018,3780628,SKU_0276,2,REF_SKU_0276,LOC_SKU_0276,8,10,"[40.0, 23.1]",A4023,40.0,23.1
3835,12/11/2018,3780855,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3836,12/11/2018,3780266,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3837,12/11/2018,3780315,SKU_0002,4,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3838,12/11/2018,3780715,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3839,12/11/2018,3780041,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3840,12/11/2018,3780105,SKU_0439,3,REF_SKU_0439,LOC_SKU_0439,2,0,"[10.0, 6.0]",A1006,10.0,6.0
3841,12/11/2018,3780901,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
3842,12/11/2018,3780890,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3843,12/11/2018,3780193,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3844,12/11/2018,3780401,SKU_0045,1,REF_SKU_0045,LOC_SKU_0045,7,21,"[35.0, 43.3]",A3543,35.0,43.3
3845,12/11/2018,3780278,SKU_0134,4,REF_SKU_0134,LOC_SKU_0134,1,1,"[5.0, 7.4]",A0507,5.0,7.4
3846,12/11/2018,3780354,SKU_0002,4,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3847,12/11/2018,3780749,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3848,12/11/2018,3780937,SKU_0002,3,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3849,12/11/2018,3780733,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3850,12/11/2018,3780580,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
3851,12/11/2018,3780709,SKU_0006,5,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
3852,12/11/2018,3780256,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3853,12/11/2018,3780651,SKU_0011,2,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
3854,12/11/2018,3780824,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
3855,12/11/2018,3780947,SKU_0286,5,REF_SKU_0286,LOC_SKU_0286,2,10,"[10.0, 24.0]",A1024,10.0,24.0
3856,12/11/2018,3780661,SKU_0209,5,REF_SKU_0209,LOC_SKU_0209,1,16,"[5.0, 34.7]",A0535,5.0,34.7
3857,12/11/2018,3780099,SKU_0015,3,REF_SKU_0015,LOC_SKU_0015,4,15,"[20.0, 31.9]",A2032,20.0,31.9
3858,12/11/2018,3780588,SKU_0004,5,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
3859,12/11/2018,3780282,SKU_0005,4,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
3860,12/11/2018,3780883,SKU_0005,2,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
3861,12/11/2018,3780403,SKU_0048,2,REF_SKU_0048,LOC_SKU_0048,8,17,"[40.0, 35.1]",A4035,40.0,35.1
3862,12/11/2018,3780109,SKU_0007,4,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
3863,12/11/2018,3780700,SKU_0136,5,REF_SKU_0136,LOC_SKU_0136,9,24,"[45.0, 47.9]",A4548,45.0,47.9
3864,12/11/2018,3780199,SKU_0295,1,REF_SKU_0295,LOC_SKU_0295,6,21,"[30.0, 42.4]",A3042,30.0,42.4
3865,12/11/2018,3780303,SKU_0003,5,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
